chrX	153706107	153707596
chr11	72465773	72504750
chr5	148520053	148640999
chr16	23474862	23521815
chr14	75893508	75940404
chr4	155243805	155412877
chr6	116600282	116760442
chr19	2818871	2837733
chr5	53812592	53843416
chr5	179673027	179719071
chr15	41098273	41107767
chr15	41098273	41107767
chr2	25455829	25475184
chr1	32041085	32054287
chrX	131760037	132095423
chr9	100394704	100437029
chr8	48172469	48649563
chr6	33167602	33173214
chr1	52373627	52456436
chr14	55594934	55613148
chr14	39643386	39653422
chr18	28570051	28622781
chr4	144256982	144396718
chr6	111981534	112194655
chr5	72111417	72211215
chr10	70042416	70092684
chr2	28004265	28113223
chr4	155155526	155312449
chr17	4735634	4802356
chr11	67923506	67980784
chr19	48110452	48207534
chr4	184364788	184370049
chrX	47695300	47782655
chr17	40984158	40996777
chr9	1049345	1058554
chr13	95672082	95953687
chr10	52833233	54059110
chr17	65066553	65241319
chr20	40701391	41818557
chr15	91446419	91466815
chr1	63832260	63905233
chr13	37523907	37573504
chr19	47851537	47886961
chr2	99235568	99347589
chr14	24024190	24029790
chr2	191744546	191801015
chr2	228735326	228790026
chr8	41434706	41483520
chr15	42065631	42121053
chr12	42705887	42719932
chr4	62361838	62939168
chr6	30028016	30033686
chr6_apd_hap1	1268253	1273917
chr1	62146718	62191095
chr3	12525009	12575820
chr14	55517361	55537912
chr11	65338819	65342669
chr8	82569150	82598589
chr9	127704887	127905838
chr12	42475647	42538673
chr11	8127596	8190590
chr5	111064999	111093793
chr5	111064999	111093915
chr11	2185158	2193035
chr22	33195801	33260028
chr2	201675907	201689569
chr13	25874665	25917561
chr1	67873492	67896123
chr17	62780958	62833302
chr22	18216905	18256808
chrX	70469054	70474499
chrX	70459473	70475047
chr3	66270167	66430351
chr3	170780291	171178197
chr7	97481428	97501854
chr4	108909869	108957331
chrX	23925122	23958624
chr3	113615317	113667021
chr4	2469794	2518586
chr6	43967336	43974694
chr22	37446775	37460430
chr5	56204086	56222359
chr4	178351928	178363657
chr3	49506564	49574051
chr3	49506564	49574051
chr3	49506564	49574051
chr12	65671422	65861687
chr7	27168125	27170399
chr19	48885826	48894810
chr5	6713717	6758161
chr3	115341150	115441334
chr19	839984	849175
chr9	33504534	33511164
chr6	137142701	137236072
chrX	43625856	43741721
chr17	56347216	56358296
chr10	101802064	101841642
chr13	43460523	43566407
chr12	122956145	122985620
chr3	46618075	46624952
chr12	112855535	112948717
chr15	75759461	75871632
chrX	119004733	119011629
chr2	75889831	75938111
chr2	97000478	97043833
chr16	81115551	81129980
chr4	159592252	159630865
chr7	24737973	24797639
chr14	91698875	91720224
chr17	36907965	36921484
chr1	10520602	10532613
chr10	48413091	48416853
chr7	151253200	151574316
chr2	148777579	149272044
chr10	79734906	79789298
chr1	150897814	150938220
chr2	170501934	170550931
chr2	239007950	239042928
chr2	10580507	10588453
chr5	68787118	68854931
chr20	61665568	61668380
chr3	106828636	106959485
chr3	106958538	107046811
chr3	106958538	106968719
chr10	38117692	38146564
chr10	64926980	65225761
chr6	31548335	31550202
chr8	146075550	146078451
chr8	146075550	146078932
chr1	68149859	68155021
chr8	9952065	10287401
chr2	228028280	228180508
chr2	210866288	210887984
chr8	110550928	110579225
chr6	101304178	101329248
chr20	6021191	6034726
chr19	38041272	38106079
chr1	178693281	178891977
chr22	20099388	20104818
chr21	30395937	30427807
chr6	159186772	159240456
chr7	120988904	121036422
chr20	939095	982907
chr17	41717757	41739262
chr7	50511831	50518088
chr9	124029379	124096120
chr22	24372116	24375043
chrX	153172829	153191714
chr17	40171086	40178656
chrX	132669775	133119673
chr8	104310058	104346094
chr8	104309660	104346094
chr14	72398785	73034238
chr4	57514153	57522688
chr4	57514153	57547872
chr19	10653569	10665099
chr16	66913382	66926002
chr8	110345551	110359189
chr11	19137691	19198967
chr10	16632616	16859453
chr6	107348406	107373547
chr1	202316829	202408370
chr1	202316829	202408370
chrX	13586693	13652694
chr19	41937222	41945843
chr19	41937222	41945843
chr19	41937222	41945843
chr6	41651715	41703997
chr2	159145099	159313265
chr20	36145818	36152953
chr20	36145818	36156083
chr20	36145818	36156134
chr20	36145818	36156333
chr8	64080185	64126346
chr18	12946982	12988536
chr22	38879442	38902345
chr16	30125425	30134630
chr5	138282409	138534065
chr17_ctg5_hap1	762280	895830
chr2	3704785	3751260
chr3	52109248	52188706
chr1	62659473	62679001
chr3	9943511	9959084
chr1	32478294	32510482
chr1	212859758	212873327
chr16	87635492	87639254
chr16	87635492	87639254
chr3	44595712	44614650
chr12	76738265	76742222
chr20	3025674	3029896
chr19	50379681	50393007
chr5	176515550	176526126
chr4	76438653	76456236
chr13	32604436	32871776
chr5	140709251	140713723
chr4	53457126	53525502
chr6	71571068	71666788
chr17	74466974	74497509
chr8	22436986	22456538
chr7	99488029	99517223
chr20	3868485	3905502
chr5	173034147	173043666
chr11	65541368	65548062
chr4	148559533	148605280
chr4	122745483	122791652
chr11	7040699	7093757
chrX	45007617	45060146
chr15	42119282	42141346
chr3	158786040	159616155
chr17	48261456	48279000
chr14	65541841	65569262
chr12	50184928	50222208
chr13	42613171	42804891
chr1	167690186	167762156
chr19	23157684	23186010
chr12	8383644	8395542
chr4	3943668	3957148
chr3	129816624	129830276
chr3	125634443	125649867
chr3	125634443	125649867
chr11	67559237	67572807
chr17	19551063	19581908
chr10	99495877	99521664
chr4	186506597	186732258
chrX	19007424	19140755
chr1	14025734	14152574
chr6	11093265	11139969
chr5	112195884	112205089
chr15	52015260	52043650
chr1	28051489	28090423
chr14	69725680	69822190
chr6	46672052	46703430
chr6	31629005	31634060
chr6_cox_hap2	3138624	3143680
chr3	107240782	107531176
chr10	100216833	100995632
chr10	100216833	100995632
chr5	130759613	130970929
chr4	7967036	8160559
chr2	233384172	233391425
chr15	49030134	49103343
chr17	26988301	27030249
chr17	49242632	49250105
chr18	55887753	56069772
chr8	77892493	77913280
chr13	46916134	46961635
chr14	23415436	23426351
chr14	23415436	23426351
chr2	174771186	174830430
chr14	78226172	78237085
chr2	145141941	145277958
chr6_dbb_hap3	2145858	2163051
chr6_mann_hap4	4392663	4407503
chr3	158422439	158450275
chr19	42590261	42636625
chr4	76648828	76736366
chr2	112894961	112946791
chr2	111877490	111927022
chr5	172381785	172385778
chr5	172381785	172386371
chr17	66193800	66197443
chr10	124638148	124659230
chr7	116592952	116600867
chr22	31364633	31376380
chr11	2016405	2019065
chr19	17633109	17665648
chr1	113066140	113162040
chr5	137620958	137667516
chr1	180198432	180245188
chr12	113795370	113828458
chr8	181199	198339
chr6	34203576	34215008
chr1	45285515	45308616
chr1	10489158	10513060
chr6_ssto_hap7	1870447	1892586
chrY	26909215	26959639
chr5	69320071	69329525
chr5	70195489	70204944
chr12	49490922	49504680
chr7	138728265	138794465
chr19	49616617	49622717
chr1	205111630	205180727
chr4	57035360	57197890
chr3	138213186	138313129
chr2	27504296	27531307
chrX	144898346	144908360
chr1	9351940	9430590
chrX	49314880	49324262
chr1	95698710	95713781
chr10	31609063	31819742
chrX	49324433	49333821
chr1	26145396	26160433
chr1	26146318	26160433
chr19	45146097	45163362
chr6_cox_hap2	4725993	4729534
chr19	58318449	58326281
chr1	31885659	31908527
chr14	55880929	55907263
chr11	58873657	58895888
chr9	139638468	139642980
chr17	74671808	74707056
chr19	41881437	41890987
chr7	76609138	76654076
chr7	2597631	2655368
chr3	153993456	154042286
chr9	38571360	38620360
chr11	65306029	65325699
chr10	31133564	31320866
chr12	109525992	109531293
chr12	109525992	109531293
chr6_qbl_hap6	1937098	1948026
chr1	228596474	228604583
chr14	55614833	55658396
chr2	159824145	160090170
chr4	2818911	2843823
chr4	2812945	2843823
chr1	151511780	151557059
chr22	31607249	31677066
chr2	85569077	85581821
chr16	68009565	68014452
chr1	43212005	43232755
chr8	91802920	91972630
chr16	1560427	1662109
chr11	113603904	113644485
chr10	124912759	124925886
chr17	14203505	14250492
chr1	152184551	152196672
chr8	17103400	17156533
chr14	51371934	51411248
chr14	73392039	73427357
chr14	24582905	24595451
chr12	52444185	52454291
chr20	50003493	50159258
chr6	154359545	154431153
chr6	154359545	154432588
chr22	51007289	51016506
chr10	135368347	135379138
chr17	65039651	65053911
chr5	176829138	176836577
chr19	10396642	10400260
chr17	7163221	7166264
chr2	31749655	31806040
chr11	17406795	17410206
chr14	65233116	65289866
chr5	73979968	74018113
chr17	70116160	70123560
chr4	90645249	90758350
chr5	37812778	37839782
chr6	163148001	163737524
chr18	32072253	32410292
chr3	51740080	51753625
chr12	133757059	133784697
chr6	33243916	33247602
chr1	211831598	211848972
chr5	78073036	78282357
chr12	5018072	5028422
chr17	15133093	15164161
chr17	15133093	15165906
chr14	92789151	92968825
chr16	3072625	3074287
chr19	58082933	58090243
chr1	27667482	27681423
chr17	15689163	15694019
chr8	124510126	124553493
chr17	45915046	45918699
chr19	14062318	14073256
chr17	27894738	27901175
chr1	6684209	6696646
chr12	50031723	50101197
chr1	228294379	228297013
chr6	122719695	122742555
chr3	30767691	30936153
chr20	25121433	25129426
chr1	87594447	87635886
chr1	207924382	207969861
chr17	29296955	29327927
chr10	120440493	120514758
chr22	20099388	20104818
chr4	172733574	173962558
chr17	34249481	34257780
chr5	177576464	177580961
chr4	122721471	122739176
chr1	236848753	236928927
chr6	28108687	28128250
chr10	99472464	99478909
chr1	114446914	114457708
chr2	96990068	96995091
chr14	73392039	73427357
chr16	67206755	67210640
chr5	180274610	180288286
chr9	113127528	113342160
chr3	38494789	38535633
chr16	89983286	89988385
chr18	74690788	74729055
chr17	79669399	79675556
chr16	28888808	28916830
chr8	62413114	62627199
chr11	64532075	64545232
chr4	1160720	1202750
chr1	19922470	19985949
chr3	93776765	93781831
chr7	127010353	127032767
chr7	74070990	74176022
chr13	101256089	101327189
chr16	3013216	3019384
chr1	1246964	1260067
chr2	160092303	160143103
chr2	242294663	242435257
chr13	42534304	42556701
chrX	133683053	133695428
chr15	79484048	79576287
chr12	109489845	109491770
chr18	55815564	56069772
chr17	28255873	28402643
chr1	210501249	210850638
chr2	234159216	234205320
chr1	204484506	204528248
chr15	43825659	43882451
chr5	147861114	148034090
chr16	28390902	28437775
chr2	219574567	219621138
chr7	77646373	79082890
chr2	27433898	27441046
chr19	35781988	35805709
chr11	110100165	110167437
chr19	35633153	35646205
chr6	168456463	168479839
chr20	35380193	35402154
chrX	100264333	100307105
chr6_mcf_hap5	2262936	2277199
chr5	138628332	138668366
chr10	75544381	75562556
chr7	36363758	36406782
chr14	74964885	75079034
chr6_mcf_hap5	4145370	4149579
chr9	114979994	115095944
chr3	48788092	48885270
chr17	41166621	41174459
chr12	104679459	104745085
chr1	1146705	1149548
chr6	27860202	27862669
chr6	26272203	26274640
chr7	150488375	150497621
chr14	24708850	24711880
chr1	154473694	154521623
chr15	85358910	85417713
chr19	49949549	49955115
chr3	3840120	3890387
chr16	69362523	69373526
chr1	115312104	115323308
chr8	144661866	144679845
chr21	19616149	19640687
chr2	242715239	242744702
chr7	108110865	108166762
chr7	128863854	129071052
chr5	78364546	78386897
chr5	56470274	56561506
chr3	189674516	189840226
chr4	6270576	6305992
chr18	47793251	47808144
chr3	98298289	98312455
chr6	52128811	52149679
chr5	128300209	128370335
chr20	46129600	46286621
chrX	95938661	96725837
chr3	167401694	167452594
chr1	243287729	243418708
chrX	40690469	40692449
chr6	130686425	130765210
chr6	130686425	130765210
chr15	88419987	88799962
chr6	31236525	31239913
chr9	86236963	86260045
chr16	72118755	72127768
chr11	33880122	33891371
chr16	72118755	72128215
chrUn_gl000228	75141	78521
chr11	76838309	76927286
chr8	117657054	117768062
chr15	42502649	42565782
chr6	50785438	50816326
chr6	10396915	10415470
chr1	2406753	2437964
chr3	71247033	71633140
chr5	109024155	109204429
chr2	99060320	99199284
chr2	98329030	98357323
chrX	9753495	9918481
chr20	3764497	3767337
chr9	135936364	135948250
chr16	61685914	62070739
chr1	216676587	216896814
chrX	1505044	1511039
chrY	1455044	1461039
chr11	102216912	102250401
chr12	46589507	46661770
chr10	118642887	118765088
chr6_cox_hap2	2125866	2134030
chr6_dbb_hap3	1907452	1915618
chr2	87042459	87089047
chr12	57057124	57082192
chr2	95426672	95522820
chr13	41486024	41495910
chr13	73631929	73652680
chrX	40439215	40466888
chr12	94541498	94702451
chr13	28959687	29069265
chr1	156697262	156707752
chr7	106848297	107204959
chr19	53206065	53238307
chr19	13215713	13227463
chrX	106448861	106488473
chrX	101853095	101860085
chr3	37094116	37217851
chr3	44753134	44766323
chr16	135803	188697
chr16	135803	188697
chr16	66599349	66614038
chr6	33286334	33290793
chr9	19115758	19127604
chr3	145910123	145968966
chr19	47906374	47922785
chr6	32008931	32077151
chr20	25433337	25566153
chr8	68863602	69018654
chr3	44595712	44625973
chr1	231499496	231560790
chr9	840689	970090
chr8	77892493	77912524
chr1	161007421	161008774
chr1	161007421	161008774
chr7	27778713	27870386
chr9	139296373	139305054
chr9	139296373	139305054
chr12	31078837	31150537
chr1	26286257	26324648
chr11	112096087	112105695
chr12	92534053	92539673
chr14	95648275	95786245
chr15	89002708	89010633
chr10	13202553	13254104
chr14	23389719	23398794
chr6	2832565	2842283
chr14	35870715	35873960
chr12	75669758	75723836
chr2	27345656	27354680
chr5	70882114	70955530
chr20	37589980	37669366
chr11	44086811	44106569
chrX	46458685	46618607
chr2	71336805	71357394
chr1	236378421	236445339
chr14	34985134	35008943
chr10	21068902	21463116
chr11	76744384	76754005
chr20	30155509	30161066
chr22	30184596	30234293
chr6	90538618	90585155
chr15	96868156	96884492
chr3	40517603	40532728
chr11	11861969	11981872
chr1	150038349	150118505
chr11	126071988	126081587
chr11	67395408	67397408
chr17	37827374	37844310
chr6	36321997	36355577
chr6	36333970	36355568
chr1	235294497	235324571
chr6	116571130	116575261
chr3	133463976	133498850
chr7	56118377	56132682
chr17	38464422	38514895
chr17	30819627	31203902
chr20	48740273	48770335
chr12	27862705	27910237
chr10	62537211	62547827
chr8	6263112	6305940
chrX	135066582	135130428
chr2	11584500	11606303
chr3	8542492	8593961
chr1	171809617	172103532
chr10	69828758	69835103
chr10	69681655	69835103
chr16	85645841	85710812
chr1	161283165	161335535
chr10	38298577	38349995
chr16	27324229	27377099
chr19	58053203	58071231
chr5	76113832	76132140
chr3	168801286	168864093
chr7	128827712	128854385
chr4	41991522	42090551
chr22	26887893	26908437
chr3	112708799	112721221
chr2	170668267	170681353
chr13	48649863	48669277
chr5	36151144	36185142
chr5	140026383	140043065
chr3	12597512	12626210
chr1	11114648	11120091
chr1	117909084	118069320
chr22	46639909	46646193
chr19	32896021	32977799
chrX	103410155	103441582
chr16	75145757	75150670
chr17	32906767	32967337
chr2	11584500	11606303
chr16	283544	317124
chr3	25760434	25824989
chr6	485137	693141
chr1	40365283	40367687
chr4	843064	926174
chr7	22157907	22396533
chr1	947846	950919
chr6	151560133	151680694
chr8	103661004	103668130
chr10	7601231	7661636
chr1	50883222	50889119
chr3	71003864	71294316
chr3	71003864	71114074
chr20	57266861	57291900
chr1	222841354	222885864
chr8	110373705	110544500
chr2	64750438	64821138
chr19	40004752	40012326
chr7	104756820	105029377
chr7	104756820	104909524
chr11	82611736	82646699
chr4	114378343	114683083
chr3	184908411	184971886
chr9	34178002	34253521
chrX	8758836	8769378
chr20	46129600	46286621
chr17	4871286	4890665
chr7	11012498	11148376
chr17	3468739	3500336
chr1	3370146	3398677
chr11	8714898	8832882
chr19	2754711	2783354
chr19	36035501	36039429
chr16	14529556	14724128
chr20	62710470	62732996
chr4	15003297	15072777
chr1	48998526	50489626
chr6_mann_hap4	873028	898992
chr16	89987416	90003505
chr16	1382605	1400442
chr12	63536538	63546590
chr1	202955579	202976393
chrY	25275501	25345254
chr17	18280078	18293960
chr6	154330630	154454489
chr6	154330630	154454489
chr7	102388398	102450672
chr18	46064426	46390586
chrY	15360258	15592550
chr20	31290492	31331814
chr1	31885659	31908527
chr11	71145456	71159477
chr16	72041642	72060316
chr19	42900299	43157507
chr19	42926906	43157507
chr11	47799669	47870057
chr14	104163953	104181823
chr11	102921412	102962944
chr6_cox_hap2	2624975	2640772
chr15	90727151	90773892
chrY	2558227	2610350
chr13	29274217	29293150
chr1	3772830	3802993
chr19	10415478	10420233
chr7	31792631	32110980
chr1	87169252	87214867
chr11	8931700	8942626
chr11	8931700	8942626
chr11	8931700	8942626
chr1	234508213	234520795
chr8	42947648	42979323
chrX	149934808	150067289
chr2	72356366	72374991
chr11	3875932	4115440
chr20	30192085	30195317
chr7	98625057	98741743
chr22	29600900	29656586
chrX	47834249	47863394
chr3	42589458	42642572
chrX	11775700	11794872
chr19	46112657	46148775
chr21	33030934	33042243
chr16	71893582	71918093
chr16	71893582	71917444
chr16	71893582	71918093
chr4	48499379	48782316
chr22	18559685	18574797
chr19	39832107	39876537
chr12	76745577	76953589
chr6	43736945	43755223
chr12	88428267	88444937
chr9	115141188	115235685
chr16	30768743	30773565
chr17	34899736	34947276
chr19	12799729	12807455
chr14	94184643	94254766
chr6	3224494	3227968
chr19	50978735	50987608
chr6	30687156	30694195
chr6_apd_hap1	1998798	2005837
chr15	85198359	85201802
chr11	1012823	1036706
chr6_dbb_hap3	1878123	1888812
chr6_mann_hap4	1932557	1943246
chr14	94400498	94423767
chr19	51165083	51220195
chr2	238706387	238752451
chr16	53087944	53362414
chr13	38210772	38443939
chr1	22777343	22858650
chr1	44678124	44687351
chr19	57321444	57352094
chr17	48188672	48207246
chr18	67067283	67517322
chr10	70242089	70287280
chr17	59488111	59491641
chr17	77906141	77924656
chr17	77906141	77924656
chr12	51784100	51869361
chr10	38065453	38146564
chr10	38117692	38147012
chr1	38157072	38176391
chr14	23825608	23834842
chr5	139492707	139500001
chr7	101005100	101203304
chr8	64080283	64081001
chr6	159238010	159244272
chr17	76479991	76500138
chr16	31212205	31215773
chr11	77849838	77886023
chr11	77849838	77886023
chr4	48832059	48864834
chr22	17618409	17646177
chr2	176993467	176998423
chr16	1988233	1993294
chrX	134021661	134049297
chr2	1792884	2335045
chr14	51025742	51100784
chr1	32670235	32675288
chr10	95255388	95289849
chr19	4045215	4066816
chr19	4006748	4039067
chr18	75683252	75705683
chr1	207626644	207664240
chr11	68522350	68609399
chr5	176729762	176734960
chr17	48637428	48705832
chr9	124029379	124096120
chr3	39148151	39181394
chr5	176728198	176730744
chr19	34174433	34265414
chr1	226418849	226497204
chr7	97920961	98030427
chr14	56045924	56152302
chr10	64571755	64578927
chr17	61909440	61920351
chr2	238535223	238691290
chr3	147103834	147124596
chr1	161090768	161102478
chr10	93682735	93791080
chr7	89974978	90021769
chr8	66626568	66753969
chr1	155022747	155036252
chr21	43639007	43718354
chr17	73511608	73521820
chr19	12382624	12405714
chr3	194308401	194354150
chr1	85109389	85156151
chr17	76987797	77005899
chr19	41304333	41315346
chr17	19911648	20219072
chr3	161062579	161089871
chr12	2161415	2808115
chr18	47007547	47018935
chr1	202559724	202612581
chr1	230972864	231005335
chr15	44854893	44955876
chr19	59073283	59084942
chr22	24981590	24989035
chr21	34601230	34637820
chr3	113161564	113234034
chr11	417929	442011
chr10	129894924	129924468
chr16	84327311	84364457
chr1	156776848	156786640
chr22	43807019	43903800
chr19	52658124	52674896
chr9	138387025	138391761
chr11	77726760	77791265
chr6_mcf_hap5	3247658	3294295
chr7	92116336	92157845
chr22	22006592	22008674
chr1	155629232	155658447
chr1	244571793	244615436
chr2	119599746	119605759
chr4	2844583	2932802
chrX	129198894	129244475
chr15	40452209	40514337
chrY	6113263	6118053
chr4	68337988	68411256
chr5	122359077	122372425
chr13	27824691	27831702
chr5	150480266	150537443
chr12	6679247	6716551
chr10	97365685	97416567
chr11	31806339	31832901
chr7	536896	559481
chr1	205472683	205502921
chr12	96672038	96794366
chrX	57931863	57937067
chr7	76025840	76072388
chr19	12786530	12792701
chr13	98604928	98677550
chr10	112630552	112660764
chr1	207668472	207816110
chr4	123299594	123351947
chr6	24544331	24646249
chr6	24544331	24646383
chr5	58264865	59064438
chr5	140164720	140169445
chr3	126242130	126263134
chr17	1367479	1394972
chr16	78132326	78313593
chr19	58858171	58864865
chr1	183595327	183605076
chr4	146401950	146481325
chr2	201979876	202038411
chr3	184079770	184087383
chr7	94214535	94285521
chr1	155225769	155232176
chrX	154064063	154250998
chr13	113759101	113775995
chr16	58191811	58231782
chr19	53115617	53193834
chr19	53115617	53193834
chr19	53115617	53193834
chr11	74971165	75062875
chr5	172659106	172662315
chr15	40580097	40600174
chr4	7967036	8160559
chr16	67311075	67324403
chr4	20701035	20730980
chr12	2161415	2808115
chr16	28302839	28336170
chr8	143780528	143786584
chr16	85812230	85833148
chr22	41855720	41864708
chr20	21105623	21228258
chr4	40750913	40813002
chr13	30776766	30881624
chr13	113831852	113863029
chr6	42858002	42858554
chr19	5830636	5839742
chr1	46668005	46687928
chr18	46570171	46987079
chr1	151042079	151092007
chr19	36245466	36247930
chr7	131808090	132261323
chr5	55032844	55113974
chr15	63412998	63435260
chr18	44057216	44236996
chr17	4045461	4061991
chr15	23043278	23086436
chr17	42754804	42767165
chr15	83673144	83680393
chr17	7760063	7766600
chr22	20228937	20255816
chr2	60982364	61030221
chr18	32072253	32449778
chr19	50083586	50095265
chr11	14664268	14894604
chr11	235807	253984
chr17	65336618	65362721
chr20	25175338	25208360
chr10	104433483	104474190
chr17	79825596	79829282
chr10	18428741	18831688
chr10	18428741	18831688
chr12	62859596	62992363
chr11	95566043	95657371
chr17	54869273	54911256
chr12	2161415	2808115
chr17	17875126	17912142
chr18	11750470	11886683
chr10	179423	301577
chr4	15606006	15657035
chr1	17300998	17308081
chr8	144391496	144442147
chr18	3246527	3257234
chr1_gl000191_random	36272	50281
chr7	32524944	32534870
chr4	122800182	122872909
chr17	10531842	10560626
