chr1	5922869	6161253	NM_172130
chr1	6266188	6296067	NM_207396
chr1	6296299	6299502	NR_103534
chr1	6304251	6305638	NM_001024598
chr1	6484847	6521004	NM_031475
chr1	6615337	6639817	NM_138697
chr1	6615337	6639817	NM_177540
chr1	6640050	6650074	NM_001278647
chr1	6640050	6650074	NM_001278648
chr1	6640050	6650074	NM_005341
chr1	6673755	6684093	NM_153812
chr1	6684734	6761966	NM_001195752
chr1	6684734	6761966	NM_001195753
chr1	6684734	6761966	NM_138350
chr1	6845383	7829766	NM_001195563
chr1	6845383	7829766	NM_001242701
chr1	6845383	7829766	NM_015215
chr1	7831328	7841492	NM_004781
chr1	7844762	7905237	NM_016831
chr1	8021713	8045622	NM_001123377
chr1	8021713	8045622	NM_007262
chr1	8384389	8404227	NM_001080397
chr1	8920144	8939943	NR_038351
chr1	9005892	9035148	NM_001215
chr1	9005892	9035148	NM_001270500
chr1	9005892	9035148	NM_001270501
chr1	9005892	9035148	NM_001270502
chr1	9294862	9331394	NM_001282587
chr1	9294862	9331394	NM_004285
chr1	9352940	9429590	NM_025106
chr1	9599520	9642831	NM_032315
chr1	9648667	9675378	NM_001010866
chr1	9648667	9675378	NM_001130924
chr1	9711789	9884550	NM_005026
chr1	9711789	9884550	NM_001009566
chr1	10003485	10045556	NM_022787
chr1	10057254	10076078	NM_052960
chr1	10093030	10241296	NM_001105562
chr1	10093030	10241296	NM_006048
chr1	10270615	10441661	NM_015074
chr1	10270615	10441661	NM_183416
chr1	10459084	10480467	NM_002631
chr1	10490158	10512060	NM_001243768
chr1	10490158	10512060	NM_001270517
chr1	10490158	10512060	NM_001302
chr1	10490158	10512060	NM_198544
chr1	10490158	10512060	NM_199006
chr1	10490158	10512060	NM_199294
chr1	10535002	10690815	NM_004565
chr1	11072678	11085549	NM_007375
chr1	11166489	11322608	NR_046600
chr1	11166489	11322608	NM_021146
chr1	11333254	11348491	NM_013319
chr1	11539294	11597640	NM_020780
chr1	11708417	11723384	NM_001014765
chr1	11708417	11723384	NM_033182
chr1	11708417	11723384	NM_183412
chr1	11708417	11723384	NM_183413
chr1	11724149	11734409	NM_018438
chr1	11751780	11780336	NM_198545
chr1	11796141	11810828	NM_001040194
chr1	11796141	11810828	NM_001040195
chr1	11796141	11810828	NM_001040196
chr1	11796141	11810828	NM_001040197
chr1	11796141	11810828	NM_020350
chr1	11845786	11907840	NM_001256959
chr1	11845786	11907840	NM_001286
chr1	11994723	12035599	NM_000302
chr1	12040237	12073883	NM_001127660
chr1	12040237	12073883	NM_014874
chr1	12079298	12092106	NM_021933
chr1	12123433	12204264	NM_001243
chr1	12123433	12204264	NM_001281430
chr1	12227059	12269277	NM_001066
chr1	12290112	12572098	NM_015378
chr1	12290112	12572098	NM_018156
chr1	12290112	12572098	NR_003022
chr1	12704565	12727097	NM_001013630
chr1	12776117	12788726	NM_001103169
chr1	12776117	12788726	NM_001103170
chr1	12806162	12821102	NM_152290
chr1	12834990	12838048	NM_001080830
chr1	12851545	12856777	NM_023013
chr1	12916940	12921764	NM_023014
chr1	12976466	12980300	NM_001012277
chr1	13035542	13038381	NM_001100631
chr1	13359818	13369057	NM_001013407
chr1	13359818	13369057	NM_001282323
chr1	13421175	13428191	NM_001010890
chr1	13495253	13498259	NM_001045480
chr1	13516065	13526943	NM_001099852
chr1	13516065	13526943	NM_001100114
chr1	13641972	13648988	NM_001010890
chr1	13716091	13719089	NM_001099851
chr1	13736906	13747803	NM_001099852
chr1	13736906	13747803	NM_001100114
chr1	13910251	13944452	NM_001006624
chr1	13910251	13944452	NM_001006625
chr1	13910251	13944452	NM_006474
chr1	13910251	13944452	NM_198389
chr1	14026734	14151574	NM_001007257
chr1	14026734	14151574	NM_001135610
chr1	14026734	14151574	NM_012231
chr1	14026734	14151574	NM_015866
chr1	14925212	15478960	NM_001017999
chr1	14925212	15478960	NM_001018000
chr1	14925212	15478960	NM_001018001
chr1	14925212	15478960	NM_015209
chr1	14925212	15478960	NM_201628
chr1	15479027	15546974	NM_001136216
chr1	15479027	15546974	NM_001136217
chr1	15479027	15546974	NM_001136218
chr1	15479027	15546974	NM_018022
chr1	15573767	15724734	NM_052929
chr1	15736346	15756839	NM_024329
chr1	15764937	15773153	NM_007272
chr1	15783222	15798586	NM_033440
chr1	15802595	15817895	NM_015849
chr1	15853351	15911605	NM_015291
chr1	15943928	15989355	NM_006511
chr1	15943928	15989355	NM_032341
chr1	16009409	16061264	NM_015164
chr1	16062808	16067884	NM_207348
chr1	16068986	16074292	NM_001013641
chr1	16085254	16113084	NM_001024215
chr1	16085254	16113084	NM_001024216
chr1	16085254	16113084	NM_017556
chr1	16160709	16302627	NM_015001
chr1	16330730	16333184	NM_178840
chr1	16348485	16360545	NM_001042704
chr1	16348485	16360545	NM_001257139
chr1	16348485	16360545	NM_004070
chr1	16370230	16383821	NM_000085
chr1	16370230	16383821	NM_001165945
chr1	16693524	16763919	NM_001114600
chr1	16693524	16763919	NM_001271869
chr1	16767166	16786584	NM_001145277
chr1	16767166	16786584	NM_001145278
chr1	16767166	16786584	NM_018090
chr1	16875408	16875482	NR_037446
chr1	16972068	16976915	NR_027504
chr1	16999497	17000007	NM_001282321
chr1	17007749	17007823	NR_037446
chr1	17248444	17299474	NM_014675
chr1	17531620	17572501	NM_013358
chr1	17575592	17610727	NM_016233
chr1	17634689	17690495	NM_012387
chr1	17698740	17728195	NM_207421
chr1	17866329	18024370	NM_001011722
chr1	17866329	18024370	NM_018125
chr1	18081807	18153558	NM_030812
chr1	18434239	18704977	NM_032880
chr1	18807423	18812480	NM_152375
chr1	18957499	19075360	NM_001135254
chr1	18957499	19075360	NM_002584
chr1	18957499	19075360	NM_013945
chr1	19578074	19587836	NM_016183
chr1	19638739	19655794	NM_001040125
chr1	19638739	19655794	NM_001040126
chr1	19638739	19655794	NM_017765
chr1	19923470	19984949	NM_001032363
chr1	19923470	19984949	NM_001204082
chr1	19923470	19984949	NM_001204083
chr1	19923470	19984949	NM_001204084
chr1	19923470	19984949	NM_001204085
chr1	19923470	19984949	NM_001204086
chr1	19923470	19984949	NM_001204088
chr1	19923470	19984949	NM_001204089
chr1	19923470	19984949	NM_001278164
chr1	19923470	19984949	NM_001278165
chr1	19923470	19984949	NM_001278166
chr1	19923470	19984949	NM_005380
chr1	19923470	19984949	NM_182744
chr1	19923470	19984949	NR_077246
chr1	19991779	20007459	NM_000871
chr1	20208887	20239437	NM_015207
chr1	20396700	20418394	NM_000929
chr1	20465822	20476879	NM_022819
chr1	20512577	20519942	NM_152376
chr1	20617411	20681387	NM_001039500
chr1	20878931	20881513	NM_207334
chr1	20915443	20945400	NM_001785
chr1	20959947	20978004	NM_032409
chr1	21543739	21672034	NR_038404
chr1	21766582	21811393	NM_001256416
chr1	21766582	21811393	NM_001256417
chr1	21766582	21811393	NM_032264
chr1	21835857	21904905	NM_000478
chr1	21835857	21904905	NM_001127501
chr1	21835857	21904905	NM_001177520
chr1	22138757	22263750	NM_001013693
chr1	22303417	22315847	NM_007352
chr1	22328148	22339035	NM_005747
chr1	22351706	22357715	NR_023918
chr1	22351706	22357715	NR_023919
chr1	22379119	22419436	NM_001039802
chr1	22379119	22419436	NM_001791
chr1	22379119	22419436	NM_044472
chr1	22778112	22857650	NM_001083621
chr1	22778112	22857650	NM_014870
chr1	22890003	22930087	NM_001006943
chr1	22890003	22930087	NM_020526
chr1	22963117	22966175	NM_015991
chr1	22970117	22974603	NM_001114101
chr1	22970117	22974603	NM_172369
chr1	22979681	22988029	NM_000491
chr1	23037330	23241823	NM_004442
chr1	23037330	23241823	NM_017449
chr1	23037330	23241823	NR_039832
chr1	23345940	23410184	NM_001009999
chr1	23345940	23410184	NM_015013
chr1	23345940	23410184	NR_036057
chr1	23685940	23698330	NR_033690
chr1	23685940	23698330	NR_033691
chr1	23953823	23967056	NR_027042
chr1	24018268	24030065	NM_000975
chr1	24018268	24030065	NM_001199802
chr1	24069855	24104787	NM_003198
chr1	24104875	24114877	NM_020362
chr1	24117473	24127294	NM_007260
chr1	24255559	24255637	NR_039615
chr1	24286300	24289949	NM_017761
chr1	24526729	24538180	NR_027087
chr1	24645811	24741587	NM_001195010
chr1	24645811	24741587	NM_021180
chr1	24645811	24741587	NM_198173
chr1	24645811	24741587	NM_198174
chr1	24742244	24799542	NM_020448
chr1	24822822	24863510	NM_001251977
chr1	24822822	24863510	NM_001251978
chr1	24822822	24863510	NM_001251979
chr1	24822822	24863510	NM_001251980
chr1	24822822	24863510	NM_001251981
chr1	24822822	24863510	NM_001251982
chr1	24822822	24863510	NM_001251983
chr1	24822822	24863510	NM_001251984
chr1	24822822	24863510	NM_001251985
chr1	24822822	24863510	NM_013441
chr1	24882566	24935818	NM_001010980
chr1	24969593	25000395	NM_005839
chr1	25071759	25170815	NM_013943
chr1	25598976	25656936	NM_001127691
chr1	25598976	25656936	NM_001282867
chr1	25598976	25656936	NM_001282868
chr1	25598976	25656936	NM_001282869
chr1	25598976	25656936	NM_001282870
chr1	25598976	25656936	NM_001282871
chr1	25598976	25656936	NM_001282872
chr1	25598976	25656936	NM_016124
chr1	25664788	25747363	NM_014313
chr1	25757348	25826698	NM_001282564
chr1	25757348	25826698	NM_018202
chr1	25870075	25895377	NM_015627
chr1	25943958	26111258	NM_020379
chr1	26126666	26145152	NM_020451
chr1	26126666	26145152	NM_206926
chr1	26146331	26159433	NM_001099625
chr1	26146331	26159433	NM_001099626
chr1	26146331	26159433	NM_001099627
chr1	26146331	26159433	NM_019557
chr1	26348270	26362954	NM_004455
chr1	26437655	26452039	NM_001243532
chr1	26437655	26452039	NM_001243533
chr1	26437655	26452039	NM_152835
chr1	26485510	26489119	NM_024869
chr1	26496387	26497364	NM_015871
chr1	26503980	26516375	NM_006314
chr1	26517118	26529033	NM_198137
chr1	26560643	26605529	NM_001281517
chr1	26560643	26605529	NM_001281518
chr1	26560643	26605529	NM_022778
chr1	26606212	26608013	NM_031286
chr1	26608593	26647014	NM_001803
chr1	26737268	26756219	NM_024674
chr1	26758772	26797795	NM_001243564
chr1	26758772	26797795	NM_001243565
chr1	26758772	26797795	NM_024887
chr1	26758772	26797795	NM_205861
chr1	26797852	26805017	NM_005517
chr1	26856248	26901520	NM_001006665
chr1	26856248	26901520	NM_002953
chr1	26856248	26901520	NR_031740
chr1	27022197	27109116	NM_006015
chr1	27022197	27109116	NM_139135
chr1	27114453	27124894	NM_001202554
chr1	27114453	27124894	NM_017837
chr1	27153200	27182211	NM_032283
chr1	27189632	27190947	NM_006142
chr1	27248212	27273362	NM_006600
chr1	27320194	27327377	NM_001013642
chr1	27561006	27635124	NM_001276252
chr1	27561006	27635124	NM_015023
chr1	27648635	27662902	NM_032125
chr1	27648635	27662902	NR_033926
chr1	27668482	27680423	NM_001193308
chr1	27668482	27680423	NM_032872
chr1	27719147	27722317	NM_005281
chr1	28052489	28089423	NM_001143912
chr1	28052489	28089423	NM_001143913
chr1	28052489	28089423	NM_001143914
chr1	28052489	28089423	NM_001143915
chr1	28052489	28089423	NM_152660
chr1	28099693	28151266	NM_177424
chr1	28157054	28178921	NM_002713
chr1	28157054	28178921	NM_014110
chr1	28157054	28178921	NM_138558
chr1	28157054	28178921	NR_002997
chr1	28199054	28213193	NM_001039477
chr1	28199054	28213193	NM_001105556
chr1	28199054	28213193	NM_004848
chr1	28261503	28285830	NM_001009568
chr1	28261503	28285830	NM_014474
chr1	28286503	28294604	NM_018053
chr1	28562601	28564616	NM_016311
chr1	28562601	28564616	NM_178190
chr1	28562601	28564616	NM_178191
chr1	28585962	28609002	NM_031459
chr1	28655512	28662478	NM_001127350
chr1	28655512	28662478	NM_017638
chr1	28696092	28826929	NM_001048183
chr1	28696092	28826929	NM_023923
chr1	28832454	28866327	NM_001048194
chr1	28832454	28866327	NM_001048195
chr1	28832454	28866327	NM_001048199
chr1	28832454	28866327	NM_001269
chr1	28878729	28908386	NM_017846
chr1	28918711	28921088	NM_001193532
chr1	28918711	28921088	NM_152304
chr1	28975111	28976077	NR_004407
chr1	28995239	29042336	NM_006582
chr1	28995239	29042336	NM_024482
chr1	29062849	29098512	NM_001172828
chr1	29062849	29098512	NM_001173128
chr1	29062849	29098512	NM_016258
chr1	29138653	29190208	NM_000911
chr1	29213597	29450421	NM_001166005
chr1	29213597	29450421	NM_001166006
chr1	29213597	29450421	NM_001166007
chr1	29213597	29450421	NM_004437
chr1	29213597	29450421	NM_203342
chr1	29213597	29450421	NM_203343
chr1	29563027	29653325	NM_001195001
chr1	29563027	29653325	NM_005704
chr1	29563027	29653325	NM_133177
chr1	29563027	29653325	NM_133178
chr1	31184123	31199593	NR_034182
chr1	31769828	31845923	NM_001282566
chr1	31769828	31845923	NM_001282567
chr1	31769828	31845923	NM_001282568
chr1	31769828	31845923	NM_001282569
chr1	31769828	31845923	NM_001282570
chr1	31769828	31845923	NM_001282571
chr1	31769828	31845923	NM_001282572
chr1	31769828	31845923	NM_001282573
chr1	31769828	31845923	NM_001282574
chr1	31769828	31845923	NM_016505
chr1	31882411	31907527	NM_001199037
chr1	31882411	31907527	NM_001199038
chr1	31882411	31907527	NM_001199039
chr1	31882411	31907527	NM_018565
chr1	31882411	31907527	NM_178865
chr1	31971838	31974167	NR_034112
chr1	31984035	31989846	NR_027085
chr1	32042085	32053287	NM_001204414
chr1	32042085	32053287	NM_001204415
chr1	32042085	32053287	NM_022164
chr1	32083300	32092919	NM_001525
chr1	32479294	32526460	NM_001271878
chr1	32479294	32526460	NM_006559
chr1	32538502	32570415	NM_018056
chr1	32572996	32642666	NM_012316
chr1	32643967	32697205	NM_001099434
chr1	32643967	32697205	NM_001160042
chr1	32643967	32697205	NM_018134
chr1	32643967	32697205	NM_024296
chr1	32643967	32697205	NM_175852
chr1	32643967	32697205	NM_003757
chr1	32712817	32714461	NM_032648
chr1	32716839	32751766	NM_001042771
chr1	32716839	32751766	NM_005356
chr1	32757707	32801840	NM_004964
chr1	32824834	32826438	-
chr1	32827861	32829924	NM_052841
chr1	32930657	32953459	NM_001145720
chr1	33004771	33071860	NM_001040441
chr1	33116748	33168361	NM_001135255
chr1	33116748	33168361	NM_001135256
chr1	33116748	33168361	NM_005610
chr1	33207511	33240571	NM_001198972
chr1	33207511	33240571	NM_001198973
chr1	33207511	33240571	NM_020888
chr1	33240839	33324480	NM_001256121
chr1	33240839	33324480	NM_022753
chr1	33352097	33366953	NM_002143
chr1	33546713	33585995	NM_052998
chr1	33722173	33767334	NM_152493
chr1	33938231	33961995	NM_145238
chr1	33979598	34631443	NM_145205
chr1	33979598	34631443	NR_038372
chr1	34632623	34684731	NM_001134734
chr1	34632623	34684731	NM_032884
chr1	35220647	35224113	NM_005268
chr1	35225341	35229325	NM_153212
chr1	35246789	35251967	NM_001005752
chr1	35246789	35251967	NM_024009
chr1	35258598	35261348	NM_002060
chr1	35544969	35582136	NM_024772
chr1	35734322	35887545	NM_005095
chr1	36023376	36032551	NM_001014839
chr1	36023376	36032551	NM_001014841
chr1	36023376	36032551	NM_014284
chr1	36037993	36064123	NM_178548
chr1	36273827	36323490	NM_017629
chr1	36348809	36392149	NM_012199
chr1	36396682	36522451	NM_024852
chr1	36396682	36522451	NM_177422
chr1	36549233	36553876	NM_014466
chr1	36554452	36559638	NM_017825
chr1	36621766	36646758	NM_018067
chr1	36690008	36771088	NM_005119
chr1	36771440	36789755	NM_001162530
chr1	36771440	36789755	NM_024676
chr1	37627163	37627235	NR_036217
chr1	37940118	37950096	NM_025079
chr1	38022519	38061586	NM_003462
chr1	38158072	38175922	NM_001256875
chr1	38158072	38175922	NM_018101
chr1	38259773	38267278	NM_001031740
chr1	38259773	38267278	NM_001113482
chr1	38259773	38267278	NM_152496
chr1	38267390	38275126	NM_001142726
chr1	38267390	38275126	NM_198446
chr1	38478383	38490497	NM_016037
chr1	38554902	38555001	NR_037432
chr1	39456915	39471737	NM_001136275
chr1	39456915	39471737	NM_024595
chr1	39491966	39500308	NM_001184979
chr1	39491966	39500308	NM_004552
chr1	39549838	39952810	NM_012090
chr1	39549838	39952810	NM_015038
chr1	39957317	40025464	NM_181809
chr1	40204516	40254533	NM_001195007
chr1	40204516	40254533	NM_006112
chr1	40204516	40254533	NM_203456
chr1	40420783	40435628	NM_001136493
chr1	40420783	40435628	NM_032793
chr1	40506254	40563142	NM_001105530
chr1	40506254	40563142	NM_006367
chr1	40627040	40706593	NM_012421
chr1	40713572	40717365	NM_001008740
chr1	40723002	40759856	NM_005857
chr1	40839377	40889320	NM_001198978
chr1	40839377	40889320	NM_001198979
chr1	40839377	40889320	NM_001198980
chr1	40839377	40889320	NM_022733
chr1	40916336	40929390	NM_023070
chr1	40943301	40962015	NM_198494
chr1	40974432	40982214	NM_022774
chr1	40997232	41013841	NM_152373
chr1	41154751	41238127	NM_001142587
chr1	41154751	41238127	NM_001142588
chr1	41154751	41238127	NM_001142589
chr1	41154751	41238127	NM_001142590
chr1	41154751	41238127	NM_014223
chr1	41154751	41238127	NR_029846
chr1	41154751	41238127	NR_029833
chr1	41249683	41306124	NM_004700
chr1	41249683	41306124	NM_172163
chr1	41445006	41707815	NM_001905
chr1	42619091	42621495	NM_007102
chr1	42632258	42633570	-
chr1	42846467	42889900	NM_173642
chr1	42922172	42926086	NM_001077447
chr1	42922172	42926086	NM_024664
chr1	43000559	43120335	NM_001080850
chr1	43124047	43142429	NM_006347
chr1	43147940	43174738	NM_004559
chr1	43232915	43241413	NM_024097
chr1	43253328	43263901	NM_001242750
chr1	43272722	43310660	NM_001017922
chr1	43272722	43310660	NM_018538
chr1	43312243	43318146	NM_001242739
chr1	43312243	43318146	NM_015911
chr1	43323292	43354463	NR_104171
chr1	43391045	43449029	NR_033967
chr1	43613593	43622067	NM_001101376
chr1	43629844	43720029	NM_001167965
chr1	43629844	43720029	NM_001195831
chr1	43629844	43720029	NM_152498
chr1	43735664	43739673	NM_144626
chr1	43766565	43788781	NM_001253357
chr1	43766565	43788781	NM_005424
chr1	43803474	43820135	NM_005373
chr1	43824543	43828873	NM_001255
chr1	43855555	43919918	NM_015284
chr1	43996546	44089343	NM_002840
chr1	43996546	44089343	NM_130440
chr1	44115796	44396958	NM_014663
chr1	44115796	44396958	NM_001270459
chr1	44115796	44396958	NM_001270460
chr1	44115796	44396958	NM_001270461
chr1	44115796	44396958	NM_001270462
chr1	44115796	44396958	NM_001270463
chr1	44115796	44396958	NM_001270464
chr1	44115796	44396958	NM_001270465
chr1	44115796	44396958	NM_001270466
chr1	44115796	44396958	NM_006279
chr1	44115796	44396958	NM_174963
chr1	44115796	44396958	NM_174964
chr1	44115796	44396958	NM_174965
chr1	44115796	44396958	NM_174966
chr1	44115796	44396958	NM_174967
chr1	44115796	44396958	NM_174968
chr1	44115796	44396958	NM_174969
chr1	44115796	44396958	NM_174970
chr1	44115796	44396958	NM_174971
chr1	44398854	44402912	NM_001136215
chr1	44398854	44402912	NM_057090
chr1	44398854	44402912	NM_057091
chr1	44412477	44433694	NM_014652
chr1	44435652	44439043	NM_001039589
chr1	44435652	44439043	NM_001384
chr1	44439919	44443972	NM_001039457
chr1	44439919	44443972	NM_004047
chr1	44444873	44456977	NM_001005417
chr1	44444873	44456977	NM_003780
chr1	44444873	44456977	NM_030587
chr1	44457148	44497164	NM_152499
chr1	44584521	44600809	NM_173484
chr1	44678394	44820939	NM_001034023
chr1	44678394	44820939	NM_001034024
chr1	44678394	44820939	NM_019100
chr1	44870959	45117667	NM_018150
chr1	44870959	45117667	NR_049849
chr1	45140393	45191263	NM_001145636
chr1	45205489	45235183	NM_006845
chr1	45241126	45245592	NM_001012
chr1	45241126	45245592	NR_000015
chr1	45241126	45245592	NR_000024
chr1	45241126	45245592	NR_001457
chr1	45265760	45272957	NM_004073
chr1	45274153	45279837	NM_001136537
chr1	45477804	45481341	NM_000374
chr1	45769581	45771291	NR_024270
chr1	45792544	45794346	NM_032756
chr1	45794913	45956840	NM_025077
chr1	45959597	45988562	NM_015506
chr1	46016454	46036026	NM_001202413
chr1	46016454	46036026	NM_001202414
chr1	46016454	46036026	NM_006066
chr1	46016454	46036026	NM_153326
chr1	46049535	46084615	NM_001195193
chr1	46049535	46084615	NM_002482
chr1	46049535	46084615	NM_152298
chr1	46153846	46216485	NM_016486
chr1	46269239	46503027	NM_015112
chr1	46640748	46651634	NM_005727
chr1	46654352	46686928	NM_001013615
chr1	46713366	46769038	NM_001142548
chr1	46713366	46769038	NM_003579
chr1	46769369	46782718	NM_006004
chr1	46805848	46831577	NM_001256127
chr1	46805848	46831577	NM_001256128
chr1	46805848	46831577	NM_199044
chr1	46859938	46879520	NM_001441
chr1	46899498	46911374	NR_045483
chr1	46972667	46979886	NM_147192
chr1	46972667	46979886	NM_172225
chr1	47004367	47069966	NR_038403
chr1	47137496	47139256	NM_001145474
chr1	47139707	47184777	NR_038827
chr1	47139707	47184777	NR_038828
chr1	47139707	47184777	NM_014774
chr1	47264669	47285021	NM_000779
chr1	47264669	47285021	NM_001099772
chr1	47489239	47516423	NM_178033
chr1	47533159	47583992	NM_178134
chr1	47603106	47614526	NM_001010969
chr1	47644921	47646011	NR_047498
chr1	47799468	47844511	NM_001136140
chr1	47799468	47844511	NM_016308
chr1	47881743	47883724	NM_012186
chr1	47901688	47906363	NM_004474
chr1	48688356	48714316	NM_001011547
chr1	48688356	48714316	NM_001135181
chr1	50513685	50667540	NM_001144774
chr1	50513685	50667540	NM_001144775
chr1	50513685	50667540	NM_001144776
chr1	50513685	50667540	NM_001144777
chr1	50513685	50667540	NM_021952
chr1	51434366	51440309	NM_001262
chr1	51434366	51440309	NM_078626
chr1	51567905	51613754	NM_001136508
chr1	51701944	51739119	NM_014372
chr1	52082545	52344609	NM_024586
chr1	52082545	52344609	NM_148904
chr1	52082545	52344609	NM_148905
chr1	52082545	52344609	NM_148906
chr1	52082545	52344609	NM_148907
chr1	52082545	52344609	NM_148908
chr1	52082545	52344609	NM_148909
chr1	52521856	52557800	NM_001136497
chr1	52521856	52557800	NM_001243767
chr1	52521856	52557800	NM_152265
chr1	52607584	52812899	NM_004799
chr1	52607584	52812899	NM_007324
chr1	52838348	52884223	NM_032864
chr1	53068042	53074723	NM_015696
chr1	53099065	53122737	NM_001042693
chr1	53192130	53293013	NM_024646
chr1	53308182	53361522	NM_001004339
chr1	53392900	53517289	NM_001007098
chr1	53392900	53517289	NM_001007099
chr1	53392900	53517289	NM_001007100
chr1	53392900	53517289	NM_001007250
chr1	53392900	53517289	NM_001193599
chr1	53392900	53517289	NM_001193600
chr1	53392900	53517289	NM_001193617
chr1	53392900	53517289	NM_002979
chr1	53527723	53551174	NM_001199080
chr1	53527723	53551174	NM_001199081
chr1	53527723	53551174	NM_001199082
chr1	53527723	53551174	NM_153703
chr1	53662100	53686289	NM_000098
chr1	53692563	53793821	NR_038953
chr1	53925071	53933158	NM_033067
chr1	54359860	54376759	NM_000792
chr1	54359860	54376759	NM_001039715
chr1	54359860	54376759	NM_001039716
chr1	54359860	54376759	NM_213593
chr1	54411998	54433841	NM_001256409
chr1	54411998	54433841	NM_052940
chr1	54519273	54566523	NM_153035
chr1	54519273	54566523	NR_039942
chr1	54665839	54685045	NM_016491
chr1	54688482	54872097	-
chr1	54688482	54872097	NM_001009955
chr1	54688482	54872097	NR_103541
chr1	54688482	54872097	NM_001009955
chr1	54688482	54872097	NM_001009955
chr1	54688482	54872097	NM_001009955
chr1	55013806	55100417	NM_015547
chr1	55013806	55100417	NM_147161
chr1	55107426	55208392	NM_001039464
chr1	55107426	55208392	NM_004623
chr1	55271735	55307937	NM_001110533
chr1	55271735	55307937	NM_152607
chr1	55446464	55457966	NM_182532
chr1	55464616	55474465	NM_057176
chr1	55505148	55531271	NM_174936
chr1	55531333	55683128	NM_015306
chr1	55531333	55683128	NM_015306
chr1	55531333	55683128	NM_015306
chr1	55531333	55683128	NM_015306
chr1	55531333	55683128	NM_015306
chr1	55531333	55683128	NM_015306
chr1	55531333	55683128	NR_038320
chr1	55691313	55691396	NR_039618
chr1	57110920	57181008	NM_006252
chr1	57320442	57383894	NM_000562
chr1	59250822	59365384	NR_034014
chr1	59250822	59365384	NR_034015
chr1	59762624	60228402	NM_001113411
chr1	59762624	60228402	NM_001244714
chr1	59762624	60228402	NM_001278224
chr1	59762624	60228402	NM_018291
