chr22	28315202	28316202	-	NM_001284278	PITPNB	34.1205	14.7493	5e-05	0.000150478	yes	42549	
chr2	115918683	115919683	+	NM_001004360	DPP10	0	0	1	1	no	43056	
chr22	45559551	45560551	+	NM_153645	NUP50	11.4974	4.32363	5e-05	0.000150478	yes	4648	
chr2	148777579	148778579	+	NM_018328	MBD5	1.09602	0.830782	1	1	no	505	
chr6	109804440	109805440	-	NM_001164313	ZBTB24	24.6742	6.9102	5e-05	0.000150478	yes	5193	
chr17	8648154	8649154	-	NM_144681	CCDC42	0	0	1	1	no	5811	
chr6	35464861	35465861	-	NM_003214	TEAD3	6.80439	22.9424	5e-05	0.000150478	yes	6001	
chr19	11070597	11071597	+	NM_003072	SMARCA4	58.3253	19.3713	5e-05	0.000150478	yes	6541	
chr3	135914688	135915688	-	NM_018133	MSL2	12.4057	4.60042	5e-05	0.000150478	yes	8247	
chr2	115918512	115919512	+	NM_001178034	DPP10	0	0	1	1	no	8395	
chr8	82754521	82755521	-	NM_022133	SNX16	1.45699	0.63214	1	1	no	8738	
chr2	264097	265097	-	NM_015677	SH3YL1	1.28745	1.0635	1	1	no	9277	
