chr19	40324841	40325841	-	NM_006484	DYRK1B	86.2893	28.5114	5e-05	0.000150478	yes	16160	
chr11	63447921	63448921	+	NM_201428	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	16232	
chr16	69788871	69789871	-	NM_014062	NOB1	17.76	4.20892	5e-05	0.000150478	yes	16884	
chr6	135376036	135377036	-	NM_001145158	HBS1L	284.62	292.678	0.8719	0.879758	no	17043	
chr4	40194268	40195268	+	NM_001278369	RHOH	0.719191	0.89323	1	1	no	17123	
chr19	54605994	54606994	-	NM_206818	OSCAR	1.67993	1.41797	1	1	no	17454	
chr2	263868	264868	+	NM_007099	ACP1	26.8237	4.66453	5e-05	0.000150478	yes	17666	
chr7	139024104	139025104	+	NM_001244585	LUC7L2	89.4686	50.6175	5e-05	0.000150478	yes	18172	
chr19	5720269	5721269	-	NM_004793	LONP1	61.8808	15.6307	5e-05	0.000150478	yes	18195	
chr17	57969406	57970406	+	NM_001272044	RPS6KB1	32.1452	12.5252	5e-05	0.000150478	yes	1836	
chr19	19143386	19144386	+	NM_033415	ARMC6	46.4735	14.5369	5e-05	0.000150478	yes	18370	
chr7	44621827	44622827	-	NM_182547	TMED4	16.6282	3.79441	5e-05	0.000150478	yes	18406	
chr12	120554643	120555643	-	NM_006861	RAB35	19.7337	9.46003	5e-05	0.000150478	yes	18782	
chr10	27389427	27390427	-	NM_014915	ANKRD26	12.8686	13.7628	0.4712	0.494471	no	18786	
chr16	2254731	2255731	+	NM_001199174	MLST8	5.8359	1.89678	0.0002	0.000581673	yes	18980	
chr21	34696213	34697213	+	NM_000629	IFNAR1	6.61156	3.94936	5e-05	0.000150478	yes	19017	
chr22	45559662	45560662	-	NR_038956	LOC100506714	4.19068	1.78085	0.0179	0.0319149	yes	19274	
chr22	24646588	24647588	+	NR_003714	POM121L9P	0.181276	0.0874886	1	1	no	20104	
chr1	227923112	227924112	-	NM_001161465	JMJD4	16.7957	3.36742	5e-05	0.000150478	yes	20310	
chr16	66585465	66586465	+	NM_001202509	CKLF-CMTM1	13.4423	7.14886	0.0041	0.00802372	yes	20397	
chr2	33824362	33825362	-	NM_015475	FAM98A	17.1739	5.01426	5e-05	0.000150478	yes	20455	
chr1	91965664	91966664	+	NM_001134420	CDC7	60.8913	11.8856	5e-05	0.000150478	yes	20519	
chr2	148778316	148779316	-	NM_001190879	ORC4	127.715	103.447	5e-05	0.000150478	yes	20871	
chr10	134144613	134145613	+	NM_030626	LRRC27	8.64755	5.06891	5e-05	0.000150478	yes	21689	
chr7	6487643	6488643	-	NM_001142936	DAGLB	45.8054	27.8084	5e-05	0.000150478	yes	21846	
chr2	86790620	86791620	-	NM_001193517	CHMP3	14.0192	5.22514	5e-05	0.000150478	yes	21853	
chr17	41466266	41467266	-	NR_027413	LINC00910	19.4242	12.3509	5e-05	0.000150478	yes	22007	
chr17	41466266	41467266	-	NR_027412	LINC00910	19.4242	12.3509	5e-05	0.000150478	yes	22013	
chr19	56164415	56165415	+	NM_001012478	U2AF2	66.6794	22.1769	5e-05	0.000150478	yes	22126	
chr7	6388590	6389590	-	NM_001037163	FAM220A	4.16519	2.09637	0.0041	0.00802372	yes	22255	
chr7	6487643	6488643	-	NM_139179	DAGLB	45.8054	27.8084	5e-05	0.000150478	yes	22356	
chr10	70090767	70091767	+	NM_012207	HNRNPH3	89.4907	29.6011	5e-05	0.000150478	yes	22384	
chr17	57970306	57971306	-	NM_001193613	TUBD1	17.8378	9.20788	5e-05	0.000150478	yes	2258	
chr17	57970306	57971306	-	NM_001193612	TUBD1	17.8378	9.20788	5e-05	0.000150478	yes	2259	
chr17	57970306	57971306	-	NM_001193611	TUBD1	17.8378	9.20788	5e-05	0.000150478	yes	2260	
chr17	27278508	27279508	-	NM_001033561	PHF12	22.3041	7.27979	5e-05	0.000150478	yes	22635	
chr9	140512443	140513443	+	NM_001145527	EHMT1	38.104	9.74304	5e-05	0.000150478	yes	22830	
chr19	13055627	13056627	+	NM_005053	RAD23A	35.0536	9.12428	5e-05	0.000150478	yes	22872	
chr19	40023494	40024494	-	NM_152361	EID2B	15.4498	4.65084	5e-05	0.000150478	yes	23626	
chr21	30257695	30258695	-	NM_182749	N6AMT1	6.51777	2.55488	0.0038	0.00746038	yes	23873	
chr17	57969406	57970406	+	NM_003161	RPS6KB1	32.1452	12.5252	5e-05	0.000150478	yes	2408	
chr19	54605994	54606994	-	NM_001282349	OSCAR	1.67993	1.41797	1	1	no	2450	
chr10	27389427	27390427	-	NM_001256053	ANKRD26	12.8686	13.7628	0.4712	0.494471	no	24582	
chr1	91965403	91966403	+	NM_003503	CDC7	60.8913	11.8856	5e-05	0.000150478	yes	24924	
chr16	29826527	29827527	+	NM_024516	PAGR1	5.8623	4.91155	0.1447	0.196603	no	25257	
chr6	135376036	135377036	-	NM_001145207	HBS1L	284.62	292.678	0.8719	0.879758	no	25321	
chr1	197169591	197170591	+	NM_001257965	CRB1	0.150558	0.157428	1	1	no	25399	
chr9	140512443	140513443	+	NM_024757	EHMT1	38.104	9.74304	5e-05	0.000150478	yes	25463	
chr21	45552493	45553493	+	NM_198155	C21orf33	22.2865	8.90932	5e-05	0.000150478	yes	25714	
chr1	167189065	167190065	+	NM_002697	POU2F1	16.7075	11.5019	5e-05	0.000150478	yes	26339	
chr22	45558725	45559725	+	NM_007172	NUP50	11.4974	4.32363	5e-05	0.000150478	yes	26599	
chr11	65028431	65029431	+	NM_002689	POLA2	44.0663	9.8856	5e-05	0.000150478	yes	26846	
chr7	102312176	102313176	-	NM_032959	POLR2J2	41.6632	13.2441	5e-05	0.000150478	yes	27554	
chr16	66585465	66586465	+	NM_001204098	CKLF-CMTM1	13.4423	7.14886	0.0041	0.00802372	yes	28122	
chr17	57970306	57971306	-	NM_001193610	TUBD1	17.8378	9.20788	5e-05	0.000150478	yes	28563	
chr17	57970306	57971306	-	NM_001193609	TUBD1	17.8378	9.20788	5e-05	0.000150478	yes	28564	
chr14	23058143	23059143	-	NM_001344	DAD1	12.1824	5.3406	0.006	0.0115357	yes	28768	
chr2	263868	264868	+	NM_004300	ACP1	26.8237	4.66453	5e-05	0.000150478	yes	28865	
chr1	227923112	227924112	-	NM_023007	JMJD4	16.7957	3.36742	5e-05	0.000150478	yes	28889	
chr10	124639157	124640157	-	NM_152644	FAM24B	2.75292	1.99528	1	1	no	28930	
chr1	25573985	25574985	-	NM_020317	C1orf63	13.955	6.65174	5e-05	0.000150478	yes	29216	
chr2	148778330	148779330	-	NM_001190881	ORC4	127.715	103.447	5e-05	0.000150478	yes	29325	
chr12	54673915	54674915	-	NM_012117	CBX5	14.0639	8.33664	0.33425	0.358729	no	29391	
chr19	19144380	19145380	-	NM_001017392	SUGP2	35.862	9.87795	5e-05	0.000150478	yes	29672	
chr19	54605994	54606994	-	NM_133169	OSCAR	1.67993	1.41797	1	1	no	30037	
chr19	54605994	54606994	-	NM_133168	OSCAR	1.67993	1.41797	1	1	no	30039	
chr10	70090767	70091767	+	NM_021644	HNRNPH3	89.4907	29.6011	5e-05	0.000150478	yes	30370	
chr7	102119381	102120381	-	NM_006234	POLR2J	6.36525	2.84278	0.01175	0.0218383	yes	30464	
chr5	175395318	175396318	-	NM_032361	THOC3	3.7781	0.690826	0.0176	0.0314362	yes	30619	
chr19	40324841	40325841	-	NM_006483	DYRK1B	86.2893	28.5114	5e-05	0.000150478	yes	30753	
chr17	38277789	38278789	+	NM_001012241	MSL1	6.15011	2.43044	5e-05	0.000150478	yes	30762	
chr19	48867186	48868186	-	NM_018273	TMEM143	1.24597	0.558214	1	1	no	30922	
chr11	63447921	63448921	+	NM_201430	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	3095	
chr19	18941743	18942743	+	NM_002911	UPF1	90.9979	16.6883	5e-05	0.000150478	yes	31484	
chr6	135376036	135377036	-	NM_006620	HBS1L	284.62	292.678	0.8719	0.879758	no	32009	
chr2	86790620	86791620	-	NM_001005753	CHMP3	14.0192	5.22514	5e-05	0.000150478	yes	32222	
chr5	169009637	169010637	+	NM_017785	SPDL1	17.7839	3.66073	5e-05	0.000150478	yes	3239	
chr16	2254177	2255177	+	NM_022372	MLST8	5.8359	1.89678	0.0002	0.000581673	yes	32521	
chr19	19144380	19145380	-	NM_014884	SUGP2	35.862	9.87795	5e-05	0.000150478	yes	32714	
chr16	4474805	4475805	+	NM_001135110	DNAJA3	35.355	14.1395	5e-05	0.000150478	yes	3281	
chr7	6746566	6747566	-	NM_016265	ZNF12	21.9572	2.55472	5e-05	0.000150478	yes	32813	
chr11	63447921	63448921	+	NM_006054	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	32827	
chr10	134144613	134145613	+	NM_001143759	LRRC27	8.64755	5.06891	5e-05	0.000150478	yes	33194	
chr10	134144613	134145613	+	NM_001143758	LRRC27	8.64755	5.06891	5e-05	0.000150478	yes	33195	
chr21	45552493	45553493	+	NM_004649	C21orf33	22.2865	8.90932	5e-05	0.000150478	yes	3323	
chr2	148778463	148779463	-	NM_181741	ORC4	127.715	103.447	5e-05	0.000150478	yes	33328	
chr22	28314363	28315363	+	NR_026963	TTC28-AS1	6.02738	2.86641	0.0059	0.0113509	yes	34016	
chr22	22651462	22652462	+	NR_027293	BMS1P20	21.3706	6.50776	5e-05	0.000150478	yes	34548	
chr21	30257695	30258695	-	NM_013240	N6AMT1	6.51777	2.55488	0.0038	0.00746038	yes	34991	
chr17	21903061	21904061	+	NR_027084	FLJ36000	0.0506403	0.0244889	1	1	no	35105	
chr19	40324841	40325841	-	NM_004714	DYRK1B	86.2893	28.5114	5e-05	0.000150478	yes	35317	
chr16	66585465	66586465	+	NM_016326	CKLF	13.4423	7.14886	0.0041	0.00802372	yes	35729	
chr17	27169841	27170841	-	NM_018182	FAM222B	21.7648	11.3975	0.00045	0.00109034	yes	35764	
chr12	69752531	69753531	+	NM_006530	YEATS4	7.9571	1.8163	0.00045	0.00109034	yes	35875	
chr12	53614197	53615197	-	NM_001243732	RARG	0.155297	0.487797	1	1	no	35935	
chr19	5720463	5721463	-	NM_001276480	LONP1	61.8808	15.6307	5e-05	0.000150478	yes	36070	
chr19	48409934	48410934	+	NR_004437	SNAR-A12	0	0	1	1	no	36226	
chr17	27278508	27279508	-	NM_020889	PHF12	22.3041	7.27979	5e-05	0.000150478	yes	36336	
chr2	86790620	86791620	-	NM_016079	CHMP3	14.0192	5.22514	5e-05	0.000150478	yes	36342	
chr2	27357542	27358542	-	NM_013388	PREB	5.29288	1.92599	0.0003	0.000736379	yes	36348	
chr17	57969406	57970406	+	NM_001272042	RPS6KB1	32.1452	12.5252	5e-05	0.000150478	yes	36548	
chr17	57970306	57971306	-	NM_016261	TUBD1	17.8378	9.20788	5e-05	0.000150478	yes	37122	
chr19	5689271	5690271	+	NM_033643	RPL36	336.462	171.393	5e-05	0.000150478	yes	37189	
chr10	124713919	124714919	-	NM_024942	C10orf88	3.4721	1.43135	0.0001	0.000296499	yes	37228	
chr17	57969406	57970406	+	NM_001272043	RPS6KB1	32.1452	12.5252	5e-05	0.000150478	yes	37563	
chr3	47018257	47019257	-	NM_001277074	CCDC12	67.6821	24.2747	5e-05	0.000150478	yes	37723	
chr19	18793424	18794424	+	NM_015321	CRTC1	28.6724	6.44821	5e-05	0.000150478	yes	3841	
chr3	52231098	52232098	+	NM_199166	ALAS1	7.96427	2.84975	5e-05	0.000150478	yes	3913	
chr1	231472681	231473681	+	NM_001261462	SPRTN	11.6202	4.87767	5e-05	0.000150478	yes	39332	
chr19	13133784	13134784	+	NM_001271044	NFIX	2.61593	1.95602	0.05095	0.0817629	no	39358	
chr3	52231098	52232098	+	NM_000688	ALAS1	7.96427	2.84975	5e-05	0.000150478	yes	3964	
chr12	53614197	53615197	-	NM_001042728	RARG	0.155297	0.487797	1	1	no	39664	
chr1	231472681	231473681	+	NM_001010984	SPRTN	0	1.1581	1	1	no	39883	
chr7	102213068	102214068	-	NM_001097615	POLR2J3	4.56234	2.14192	0.00565	0.0108905	yes	39964	
chr2	263868	264868	+	NM_001040649	ACP1	26.8237	4.66453	5e-05	0.000150478	yes	40293	
chr16	66585465	66586465	+	NM_001040138	CKLF	13.4423	7.14886	0.0041	0.00802372	yes	40473	
chr5	179050722	179051722	-	NM_005520	HNRNPH1	221.189	71.8603	5e-05	0.000150478	yes	40522	
chr11	63447921	63448921	+	NM_001265590	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	40773	
chr11	63447921	63448921	+	NM_001265589	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	40774	
chr11	63447921	63448921	+	NM_001265591	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	40800	
chr20	35580246	35581246	-	NM_015474	SAMHD1	8.53495	3.32199	5e-05	0.000150478	yes	40930	
chr3	50653561	50654561	+	NM_001243925	MAPKAPK3	7.09606	1.49528	5e-05	0.000150478	yes	41039	
chr19	54605994	54606994	-	NM_001282350	OSCAR	1.67993	1.41797	1	1	no	41204	
chr17	259117	260117	+	NM_001013672	C17orf97	0.556577	0.375745	1	1	no	41939	
chr2	264866	265866	-	NM_001282682	SH3YL1	1.28745	1.0635	1	1	no	42037	
chr2	216973019	216974019	+	NM_021141	XRCC5	46.146	29.4972	5e-05	0.000150478	yes	42064	
chr22	28314363	28315363	+	NR_026962	TTC28-AS1	6.02738	2.86641	0.0059	0.0113509	yes	42140	
chr3	14166371	14167371	-	NM_001098502	CHCHD4	10.8428	1.02322	0.0003	0.000736379	yes	4225	
chr22	24199039	24200039	+	NM_001024939	SLC2A11	1.88224	1.37723	1	1	no	42282	
chr22	28315294	28316294	-	NM_001284277	PITPNB	34.1205	14.7493	5e-05	0.000150478	yes	42536	
chr11	63447921	63448921	+	NM_201429	RTN3	24.5038	9.74604	5e-05	0.000150478	yes	4458	
chr19	19143386	19144386	+	NM_001199196	ARMC6	46.4735	14.5369	5e-05	0.000150478	yes	4607	
chr20	30539883	30540883	-	NM_030815	PDRG1	7.78443	1.87736	0.0008	0.00189962	yes	4778	
chr16	4474805	4475805	+	NM_005147	DNAJA3	35.355	14.1395	5e-05	0.000150478	yes	4826	
chr7	6746566	6747566	-	NM_006956	ZNF12	21.9572	2.55472	5e-05	0.000150478	yes	5059	
chr19	5719687	5720687	+	NM_152784	CATSPERD	0.528651	9.62895	0.0001	0.000296499	yes	5140	
chr2	190525124	190526124	+	NM_019048	ASNSD1	18.9732	4.90189	5e-05	0.000150478	yes	5231	
chr5	179050711	179051711	-	NM_001257293	HNRNPH1	221.189	71.8603	5e-05	0.000150478	yes	5402	
chr1	32478294	32479294	+	NM_001271878	KHDRBS1	85.0345	22.1259	5e-05	0.000150478	yes	615	
chr16	66585465	66586465	+	NM_001204099	CKLF-CMTM1	13.4423	7.14886	0.0041	0.00802372	yes	6242	
chr1	235292256	235293256	-	NM_014765	TOMM20	144.767	50.5344	5e-05	0.000150478	yes	6515	
chr10	124639157	124640157	-	NM_001204364	FAM24B	2.75292	1.99528	1	1	no	6621	
chr1	167189065	167190065	+	NM_001198786	POU2F1	16.7075	11.5019	5e-05	0.000150478	yes	6898	
chr10	124638148	124639148	+	NR_027282	LOC399815	3.24321	1.42632	0.0074	0.0140869	yes	720	
chr1	16302627	16303627	-	NM_003443	ZBTB17	16.2587	11.9513	0.0046	0.00894788	yes	7382	
chr2	148778329	148779329	-	NM_002552	ORC4	127.715	103.447	5e-05	0.000150478	yes	7548	
chr1	32478294	32479294	+	NM_006559	KHDRBS1	85.0345	22.1259	5e-05	0.000150478	yes	8490	
chr9	140513308	140514308	-	NM_032937	C9orf37	13.0815	2.15741	5e-05	0.000150478	yes	8733	
chr1	91965403	91966403	+	NM_001134419	CDC7	60.8913	11.8856	5e-05	0.000150478	yes	9258	
chr3	50653561	50654561	+	NM_004635	MAPKAPK3	7.09606	1.49528	5e-05	0.000150478	yes	9350	
chr19	18793424	18794424	+	NM_001098482	CRTC1	28.6724	6.44821	5e-05	0.000150478	yes	9731	
